translated_content,sentiment
"Until the installation is running on a good condition, wait for more tests to be performed. And give an update of the Product",positive
The product comes with a basic Intel box and not with the box presented in the publication. Deceptive for price.,neutral
"The i9 14900K is innovatively a very powerful CPU! Just for gambling I wouldn't recommend, for gambling and working, YES! Also, think about a Good COOLING solution (custom watercooler, cryo,...) and/or undervolting (depends on Mobo). A regular 360mm AIO has a hard time keeping this CPU cool!",positive
"First I started with the assignment: I asked for it almost mid-September and had a date of arrival for 1 October by paying the dearest shipment (at that time it stayed between 3 to 5 days in a row). When I arrived at the delivery date, there appeared to me a notification of ""will come today"", but the product didn't even have ""sent"". The next day, they warned me that the product no longer had a date to send and that it would only inform me of it. During the course, I was almost exhausted with almost 1 month and half of the time since it was bought by ENVIO MÁS RAPIDO. After all this situation, I saw that the price was reduced to 5 times.",negative
"My daughter needs a new computer system. So, I try this CPU for her computer.",positive
"This one has no graphics processing unit and hene if you use this without graphics card, the bios will not boot.",neutral
1. for use this chip graphics card / disposal card required for mother board,neutral
"As a long time computer user that wants the option to do everything - coding, playing, audio/video editing I hadn't upgraded since I bought my 3rdgen processor at least a decade ago. For various reasons my option was the i9-12900KS and the cooling issues that each references concerned me very.. stability is essential for my requirements. With a String LC II 360 cooler, on idle (using the pre-application cooling paste) I'm experiencing semi-idle time of 24C. When gambling I've not exceeded 78C. Not a great deal of data but an example of my experience so far. If it changes, I'll amend this ""review"" unanimously.",negative
great at really convenient price! past i7 2600 there is a nice quality jump,positive
Good,positive
Do the job well why it's been programmed,neutral
"Very good cpu for incoming gamer config/range environment Don't need special cooling and if a ventridad is necessary turn you to the thermalright killingX at ~20€ Trusted seller, fast price delivery consistent with the market, small bemol the cpu box (only the box I know well) arrives a little bit wide me who loves well kept my boxes is an occasion that is missing without alarm signaled",positive
"6 colours/6thread with 4 Ghz, Best Gaming Processor under ►15000 If your PC usage is going to be Gaming for majority, then go For this Processor. Its Performance difference is unliquidable compared to Ryzen 5 3600 in Gaming. For Someone who do lots of video editing (1080p and above) Go for Ryzen 5 5600 as a base option.",positive
No graphics,neutral
Used for the exclusive use of internet browsing and multimedia file manipulation. Do your job. Not tested with games.,neutral
"I bought an ID 1 year ago and it worked very well until there was a month ago. For I don't know why he stopped working and I already had to replace it. For the time being, it works well. I hope it will last more than one year this time. Was I just sick or there's a problem with this CPU???????",negative
For newsh build works fine bit price for an old CPU but I was in a bond,positive
"I Purchased this product from ""Computer Upgrade King"", and it was described as being the retreading model of the processor with the stock heat zinc. Instead it came with a crackpy superseded ""gaming"" heating and grabbed in cardboard rather than anti-static packaging. I've had to return it, as this oversized heating and of will not fit in my NAS. Do not buy anything from ""Computer Upgrade King"".",negative
I had many stability issues it is unrealistic. I did not overclock but had much trouble with the system that I stupidly replaced the board and video card. I didn't deny that I had done the damage. Literally months of troubleshooting and double expenses before I realized that the ass board defaulted to super high charge and the chip itself began to sink at an extremely fast rate. Yet I must have done something wrong with this replacement yet. This is about when the news dropped on mainboarders and those inside the,negative
"Plain and simple. Get an AIO cooler. I ran the i9-9,00KS at 5.1 Ghz on Noctu U12A (at 66C full load, 38C idle) and it did a great job but I had to keep the case through open. The heat generated (80C) was too much for the front case fans (3 - 120mm) to move at 1800 rpms with the case through closed. The i9-9,00KS is outstanding. I'm getting 130 FPS on average with my EVGA 1080 Ti and it rips through any video games I have. I enabled the XMP profile on my memory to get 3200 MHz. The price point is crazy. I bought the CPU after the initial sale in October 2019 sold and I paid a fair on it.",positive
"Not sure what to say, my boyfriend's friend told me to buy this for my PC so I would recommend it.",negative
It was a function of the calculation function. It is not possible to use the old generation's CPU.,positive
very epic if you have a 1660 super,positive
"♪ Oh, my God ♪",neutral
I don't understand why I send a captain CPU to get this is simply unnecessary and time-consuming,negative
"No notice waiting for extended use See, later on the duration",neutral
It's not Amazon's issue but the processor I bought is false. I'm experiencing crashes while playing games. It's so boring and so time-consuming.,negative
I've been able to change it from 4700k to make it easier.,positive
Gamer,neutral
"I've had this cpu since April of 2022 and just the other day my PC would only start the fans and the lights in the PC, after switching some parts and testing it turned out the cpu has gone bad.",negative
It works well.,neutral
The parent card indicates an invalid CPU.,neutral
performation,neutral
Run as a field,neutral
Great processor. Has the ability to consistently run at 5Ghz easy. Best gaming processor hands down.,positive
"I was sent a loose used owner in a box. Annoyed, but not choose apparently.",negative
"Don't take this processor by mistake, I'm going to take it. It's graffiti.",neutral
Package came and they took out the original CPU and put in a burned out i5. This was not an i9 CPU.,positive
Core is replaced by i5-4590. Benchmark is usually used as a novel because it's not moving or moving. It's now composed as follows: Core i7-10700K MB: ASUS TUF GAMMING Z490 PLUS Cooler: Magic: SMZ-01R GPU: MSI GeForce GTX 1070 ARMOR 8G OC (from 4590) MM: ADA DDR4-2666 16GB x SSD: WD Blue SN550 1TM power source: Cobra Power 800W [computer] produces more than 10 functions.,positive
"For the first time I have to say that the delivery really went fix, term was focused for the next week, but the package was already Friday. I just thought all the pieces together and it could go together. So I started to pack everything on the Mainboard, and then I wanted to pack it up, I wondered what the packaging was already on, I thought, but it's still going on. I made the packaging where the CPU should be on and saw a lot of nothing, I thought, 630€ gone.",positive
Not buying a cpu from this seller again won my order came I opened the box and the cpu was not in the box even if it still has the factory seal west of at least 1k Bucks,negative
Value for money,neutral
"I want CPU Core i7, but I don't play games.",neutral
"Didn't work out of the box, not sure if that was compatibility or bios issues!",negative
"The game will fall down on trial. The problem will be solved only by making bios and graphics settings. At least it's not for the first person to set up. However, let's do a quick look at the settings.",negative
This is a must upgrade is coming from a 9th gene Intel CPU. The performance compared to a 9600k is worldly!,neutral
This has everything I wanted in a CPU lot of colours and threads for heavy editing and for gambling this power is the best gambling CPU I have had and some will until you get hot or use a lot of watch but I went in the bios and fine done it now even with it running 100% i never go over 80C and my last kinebench score was over 28.000 not bad for a 348.00 CPU i do recommended this I don't think you will be un-happy and it will give you many years of service.P.S.i also recommended using an anti-banding plate Good luck.,positive
"I want CPU Core i7, but I don't play games.",neutral
"This is the top-end Coffee Lake i5, I believe. Works great for my processes, though I have not tried overclocking it. With my (supposedly sub-standard) cooling, I can sustain all-core turbo boost of 4.3 GHz, which is below the announced maximum but I have it in a very",positive
"This was bought for my son's custom build gambling computer. Only a few weeks in, but I haven't heard any complaints from him.",negative
"Perfect delivery, arrived with very early.. I've been using it for 10 days and it's perfect.. Very fast...the advice",positive
"the Intel i5-11400F CPU is an excellent choice to get high performance at an advantage price. With its eight cores and 12 threads, it offers a significant increase in performance compared to the previous generations. It is efficient from an energy point of view and equipped with an integrated cooling system that keeps temperatures under control even during the most intense activities. The installation is simple and Intel support is of great help. In total, it is an excellent solution for anyone looking for a perfect processor without spending a fortune. It is recommended to collect a new PC and to perform a significant upgrade from a previous CPU. Satisfied!",positive
"A quick and efficient processor, together with a good graphics card, is a miracle",positive
"I've finally changed my 6700k, so far I love it, with a good cooling it's super stable!",positive
Best middle-level processor in my opinion ►,positive
And he loves it.,neutral
"For the moment, after 2 weeks of use, it's a very good cpu, I accompanied it with a rtx 3060 12gb and it works well, no",positive
Package came and they took out the original CPU and put in a burned out i5. This was not an i9 CPU.,positive
I'm sorry.,negative
Gamer,neutral
"The price difference is not very different with regard to Core i5 9400 or Core i5 9600. The main feature of 9600K is that it has a 10% higher speed than that of 9600, and it's offboard to be able to make overlocking (a motherboard with Intel chipset Z370 or Z390 to increase speed; chips B360, H310 and H370 do not allow overclock). The Intel UHD 630 video chip that is integrated into the processor is sufficient for a PC or office and supports video games that do not require much level of graphics. In summary accounts, it is ideal for a home computer robust and also for PC gamer, adding a powerful video card.",positive
"This cpu is great band for your bug! I brought this for my first PC building, couldn't be happier! At $200, this offers lots of performance for that amount of money! Currently it's paid with the gt 1030 aero, but that gpu is too weak to be paid with this i5. I'm planning on getting the rtx 3060 te so this i5 is always being used to max performance. So, make sure you don't use the standard Intel cooler it comes with the box. I recommended the Vetro V5 cpu cooler instead. it's cheap, and is Argb.",positive
"Don't underestimate this processor because it costs little, because as power is destructive, and it can keep job loads Even though it's a 6 core. It has a boost turn up to 4.40 Ghz for each single core. Repeat do not underestimate this small economic animal.",negative
I'm sorry.,negative
It is not good,negative
Excellent,positive
I'm sorry.,negative
"This was bought for my son's custom build gambling computer. Only a few weeks in, but I haven't heard any complaints from him.",negative
Run like it should. Pops on everything. Solid,neutral
"I don't know how you rate a chipset, its the middle of the animal in speed, more colors would probably be better, but not many programs use all the colors. And I don't play games so I couldn't tell you how well it really does there.",positive
"Very sceptical about buying used parts but I was on a budget and I am so glad I did and saved the extra money, works perfectly fine and even came with thermal paste :) can't fail, highly recommended",positive
"I replaced a 7th generation I7 CPU with this one. The difference in performance is dramatic (although I also replaced the MOBO, which contributed to the improvisation).",negative
"If you have a GPU anyway, then this present great value for the price. Benchmarks are 5-10% better than Ryzen 3400G which is at the same price range. Ryzen 3600, on the other hand, plays 10-12% better than this GPU while costing 50% more. I didn't quite see the value there. Keep in mind that this won't work without dedicated graphics card. If you don't have a GPU or if you are planning to get one after a while, go to Ryzen 3400G. Out of the box, it has pretty good enough on board graphics. Even if you can buy 3600. The other thing to note is the GPU while spending 50% more than 50%.",positive
With all my requirements,neutral
"Intel equal warranty, well-packed and functioning 100%",neutral
OC to 5.1Ghz.,neutral
"10400 F, this F series doesn't have graphic output and hens you have to install separate graphics card. It is written on the box but in very small letters. As the graphic output is distributed by separate graphics card it must have good working capacity for other tasks.",positive
There's no problem with what we're doing.,neutral
"The core core is the core of the 12th generation of Intel, based on the Alder Lake architecture. It is distinguished by its gravity in 10 nm, its support of PCI 5.0 and Thunderbolt 4, as well as its compatibility with the memory DDR4 or DDR5. It is a major processor without integrated graphics circuit, which involves the use of a dedicated graphics card. The core i-12400F has 6 high performances (P-Core) and 12 threads, thanks to the Hyperreading technology. It displays a base frequency of 2.5 GHz and may reach up to 4.4 GHz in Turbo mode. It is also equipped with the base of 1st century and 1st century's laws.",negative
I need other components to get her to work.,negative
"I have a gtx 1070t that I had before I had been together with an i5 7500 thinking enough to play in fullhd, but I had to rely on when I made the upgrade with this processor. The 7500 did bottleneck, sometimes very much, for example on code mh I got between 90 and 120 fps. Since I put the 9600k I am almost always on 144 fps, while I don't fall under the 120. On Rainbow six is even better, it's almost as if I've changed even a video card, and it's fantastic. To max the whole hd is the right processor to score, the price is right, for example I get between 90 and 120 fps. Since I put the 9600k is almost always on the top of the 144 fps, I have been able to make it up under the tops. On the top of the top of the top of the top of the top of the top of the top of the top of the top of the top of the top of the top of the bottom. On the top of the top of the top of the top of the top of the top of the top.",positive
"Using intelligence i9 is overkill for players...thats why I bought the i7, even on stock speed its very powerful if you partner it whitej a powerful graphics card.",positive
"Using a Kraken X72, I'm already at 5.2 GHz on all colours. For reference, my i9-9999K peaked out at 5.0 GHz on all colours in the same setup.",neutral
Exactly WhatI paid for,positive
"I used i7 4770K, but I used to update it.",neutral
performation,neutral
It's like staying in between budget and performance.,neutral
"I built PC with the new Intel I9400k, and I must say, it's a stronger of a processor. Even with a high-end solution, it's something you need to consider when setting up a cool solution.",positive
"It is a point of balance between performance and temperature, prefer 12th over 13th for a perfect temperature performance and consumption for current times, in summary a great purchase",positive
MULTO VELOC,neutral
Package was opened and then sold back.. West and pathetic.. Don't know what this one is original fashion Intel.. Works for now,negative
Thank you INTEL for the best product on a low budget!,positive
Very good for HTTPC. With two media engines for AV1 hardware decode.,positive
"Upgraded from the i7-4790k, no more supporting 40-100 frame increase in games dealers beyond no sweat.",neutral
i9 13900k tested on Assus strix z790-e Gamig + Windows 11 pro and all drivers and firmware upgraded to last revision My opinion this product is not so bad to test because so many games don't work with this processor who is loyal to Intel I am quite exhausted by this product. Nobody seems to care I see a lot of people with the same problem without any solution with game problems and directx12 that crash without stop or just crash at startup. No solution has been presented to the public a little consideration of this site. It does more than 30 years I am loyal to Intel but you can already imagine what my next processor will be paying and it will be no longer.,negative
"I've had 6th century i7 before, but it's going to be faster than 10th century, and I think it's going to change from this.",neutral
"Because the new 12th century CPU came out, everyone using LGA1200.",positive
Yellow,neutral
"I had all my friends telling me this was going to work, although I may have been all wrong. All these kids who played xbox then bought a pre-built PC and thought that a 'i5' is better than a number difference xD I can run Battlefront II Maxed ULTRA settings, Anti-whole Yards turned on NVidia CP, I don't have it in any way; with the wrong settings it just got down, I have preferences for most of the NVidia ash, I mean it's 50 years ago.",negative
on a lot of wire but use a 360-circuit radar,neutral
With all my requirements,neutral
"I didn't need a really fast processor and I wanted to find something that worked well and didn't use too much power or create too much heat. I'm using a $35 air cooler on this and under full load for over 10 min I never got over 68 degrees. Solid core i5, great value for an LGA 1200 build. I play with this and work with AI image generation, LLMs, video editing, etc. My system runs idle at just around 100 watts on the power supply.",positive
"When Intel released i5 9th has series, market values were high. 9400f also had the same value as 9400. Now as it's value came down, it's a great competition to rizen5 2600. If you also plan for a solid dedicated gpu, just go for 9400f.",positive
"I bought it to replace my old CPU that was broken, his work does it, both for gambling and for daily browsing. Of course for gambling you didn't expect us to play with recent titles, however GTA5 or even in favor of high performances. The temperature doesn't even get too high with the dissipator already in the box. Already a few months ago, I didn't find any sin (for what I do)",negative
I arrived very quickly the box as many informers are not the original not to bring the book or I9's leg plated the processor is of those who sell to large companies for their weapon the dealer used and fired will be tested for a few days to the smallest failure to return,positive
"Absolutely great CPU, fast, efficient, and perfect for gambling. It's the ideal CPU for games, especially coming from a 9700k. I noticed drastic improvements in my gambling and I highly recommended for others. Great buy.",positive
I'm here to help you!,neutral
I'm sorry.,negative
No comment,neutral
Deals anything I throw at it with ease. Make sure to get a compatible van separately.,positive
"Got it for my playing machine, but all my games crashed when trying to play.",neutral
This Cpu works great with the MSI Hero Z790 mobile. paired with a MSI MEG coreliquid AIO Cpu Cooler and who have any issues with the amount of heat this I9 points out.,positive
Good,positive
"Like the title says and all the reviews say, this thing is a beast. Make sure you have a good cooling solution lined up. Even without overclocking this puppy will deal anything at it. But like all the reviews you see online say, it has put out some serious heat. I've had it for 4-5months now, before it started cooling off off I had to crack the A/C to keep my playing room cool and now that its cooling off outside (30-40 f at night) I have blocked off the valves in the room to prevent any additional heat. This thing matched with a RTX 4090 keeps this room full heat enough for me! So on the plus side, I'll be saving this!",positive
I'm using the ASUS STRIX H270F GAMMING.,neutral
Have been using this CPU for a year works great. See some reviews about the box issue but I received mine in the official Intel box.,positive
This motherboard will not work without external video card. No video on board.,neutral
It's usually used. It's not playable enough.,negative
"Don't let the 125w TDP crazy because this chip runs WAY cooler than before. Tested time using the OCCT stress for about 3 hours, along with my Noctua NH-D15 cooler. Note that OCCT is a heavy synthetic test that pushes the CPU to the limit. Regular time will never reach that high. I have the chip for almost two months now and accumulated quite a bit of playing hours during that time. The games I played a mix of AA titles like CoD Warzone and AC: Odysssey to light ones as Rocket League and Rainbow Siege.",negative
The processor is a pest,neutral
I've been using this CPU for a couple months now and have't had any issues.,neutral
I upgraded from an i9 - 11900K. Pretty good performance increase on benchmarks. I haven't played on it yet (style in the process of locking down cables and loose hardware) MB GIGABYTE Z790 AORUS PRO X,positive
Excellent super fast processor by recommending it to all who want to update their computer or save a new one I use with the video card 4080 super excellent combination..,positive
"excellent processor, although not using everything he can offer, I am well satisfied, I used an i7-7700 before and the difference is tremendous",positive
Everything's so good,positive
"This is an excellent, stable CPU. Care must be taken to keep it cool. It is a hot running CPU. To avoid heat throtting at 100deg Celsius in heavy duty playing or testing, order a high end liquid cooler. For professional work and easy gambling a big block of cooler will only be finished if it is much more quiet. To save a small money, if at all, the I9-13900K will work just as well as well performance wise.",positive
Run as a field,neutral
This motherboard will not work without external video card. No video on board.,neutral
I'm sorry.,negative
Now display after using it,neutral
It's a very good processor that will serve you for essential activities but allows you to start burning your own PC and then update it to an i5 or an i7,positive
"Purchased this CPU to finally upgrade my Tuesday 8086k that I had for close to 4 years now, and considering I also had a 3090 I was lucky enough to get last year, it was time. Paired with said gpu and a MSI Tomahawk Z690 with a Noctu NH-D15 Chromax Black cooler, this cpu runs full marathons around my old 8086k. Some games that would completely saturate my 8086k while also getting notifications from something like Discord would introduce very bad stutter, however those are completely eliminated with the 12900k. Time is full resolution from my DJ Air 2S or Sony's right up to betmarking, but that is exactly up until now we're ready to say that 80-and-and-now we'd as much more than 8086k when we're going to say that we're to say that we're going to say that we're to say that we're to say that something like like like like like like that we's until until until we's until now.",positive
I have been a computer Enthusiast for a while. I have had several different platforms including both AMD and INTEL. I graduated from a 7700k. The 7700k's 4 colours and 8 threads started to show its age with the latest push for higher core accounts. I discussed getting an AMD 3300x. The appal of 10 colours and 20 threads was great and but at the sacrifice of core watches. I am a little heart and I cleaned the 10700k.,positive
"Great cpu. My computer boots faster than my monitor wakes up. Programs open immediately and run well. The only downside to this cpu is that it eats 125 watts and products quit a bit of heat. My case exhaust fan makes noticeable noise keeping my case cool. Having said that, with proper cooling it is easy to keep the cpu under 70 c (under heavy load mine run 58-65).",positive
"PRODUCT AND ROUTES OF WORK AND CONNECT AFTER MOTHERBOARD, MY FULLY MONEY AND AMAZON POLICY IS VERY BETWEEN AFTER PARCHESH AND REGION AND NOT REFUND, AND NOT IN THE TIME AND AMAZON OF VERY BAD EXPIRINCE",negative
"It does not matter which CPU it is. I would expect it to be a good performance and good quality service, but it doesn't match my expectations. It's broken 10 days after I used it. My computer was certainly not able to open.",positive
"It's very fast, but completely forgotten, it comes to use 220W in stress test. Before buying, find out about the forums on this issue, it doesn't matter which cooler and thermal pasta use, it's going to forget very much. The only solution is to make a slight undervoltage, or reduce loadline calibration in the BIOS. It reminded me of the i7-7700K that suffers from the same problem.",negative
Good choice for a polyvalent machine,positive
"Compare this with a Critical BX500 1TB SSD, CORSAIR VENGEANCELPX 64GB RAM and the ASUS Prime H510M-E mother board. The Move video editor now loads a file ready for editing in less than 4 seconds (my previous setup with 32Gb RAM used to take 90 seconds).",negative
13th gene Intel CPU is the price sweet point right now. I picked this up while on sale for my PC built and the performance is better than I expected. A solid CPU whatever you're going to overclock it just run it at stock parameters. Be aware that the KF means it doesn't have integrated GPU so you will need a discreet graphics card on your motherboard. 5 stars.,positive
This motherboard is not compatible with the cpu. Only the 690 is. Now I get to jump through hops to get a compatible motherboard.,neutral
I'm sorry.,negative
Happened in time and the product is very performance one of the best processors of the perfect moment for today's games that are often cpu-bound!,positive
"Very good processor for gambling, it's not the best but it's pretty good and I'm happy with it.",positive
"The CPU is used, it was in open box, without stamps, maltreated and dirty, obviously not in the q box is shown in the publication, which dissipation, is buying a new product nothing cheap",negative
"For personal use it's perfect, I'm using it to possibly update to a better processor and a better graphics card.",positive
Large Works,positive
"I won a fair 20-30 (closer to 20) FPS on average in game after upgrading to 13th gene. If you've got an NVIDIA 30 series card maybe keep the upgrade, but if you've got a 40 series 12th gene could be leaving some performance on the table.",positive
Very good item,positive
Awesome Cpu blizzing fast!!!!!!! for gambling and other tasks. i see that the time for this cpu work up to the 70's and even higher 80 + my recommendation is to subvote your cpu if you just gambling that will last time. With good thermal paste Kingpin cooling KPX and a water cooler in getting 55-58c in gambling hope it helps.,positive
EXCELECTION OF THE PRODUCT,neutral
"I bought this processor to set up a game PC for my son and I am very pleased. A quality-price report is hard to beat. The processor in this version (f) does not have a graphics chip. So it needs to buy a separate graphics card. This I3 12100f has only four hearts and eight threads, which can limit its performance in more serious tasks such as video performance or high-level game. It does not take overlocking, which means that you cannot increase the CPU's clock speed beyond its base specifications. But at this price, it remains a strong choice for those who have a limited budget and who are looking for a platform.",negative
I'm getting BSOD's. Will not accept XMP profile. Just to run at stock the processor needs 1.7v? I ran 3D Mark cpu test cpu hit 109c!!!!! At stock settings! This list is disappointing.,negative
"A great processor for my PC to complete its upgrade, but even with water-cooling, it was running too hot, my computer would need to shut down. Switched back to my i7-10700 with no issues. While my computer was running the i9, it made everything very optimised, including being able to use my 4070 graphics card to its fullest. I may get another one to try again, hear these very clearly on production.",positive
"Intel equal warranty, well-packed and functioning 100%",neutral
"Got at the worst price of 10250Rs in the sale. I was a bit worried about getting slammed since this Processor was never paid for this low price, but guess I was in luck. The performance is just as good as expected",negative
The product works perfectly.,positive
I need other components to get her to work.,negative
perfect functional even under stress,positive
No comment,neutral
"I'm not going to go over the same performance reviews others have done, yes its very fast for only $550 is the king of the poor man built PC. My last PC's replacement was a $1000 10980x and looking at the numbers the 14900k in average is 70-77% faster than the 10980x. the only disadvantage between the 2 was the 10980s had 48 PCI tears and 32c to 56c hot. I can't say the same about the 14900k hat, it's just added a stock cooler or a ""MC's cooler"" and expect the problem to solve itself. This is the first CPU in my 26 years of building PC's",positive
Excellent to play or perform design work,positive
Let's go.,neutral
I must say that Amazon service is cool but vendor who supplied the expensive product is really Fraud. Amazon packaging was also but product factory seal was already broken and its duplicate/used product has been supplemented. Return was successful. Thanks to Amazon!,positive
"I got this at $115. It's basically just an i7-7700 with slightly less cache. It won't even exceed the 65w TDP limit. It will turbo to 4.1ghz all-core all the time. You won't find a better CPU currently around $100. AMD has nothing that exists in reality due to supply issues. Next step up is the i5-10400F for 50 more at $165. And again, AMD has nothing until $200 price point. If you're paring this with anything RTX 3070 or less, it will be perfect.",positive
It works as intended.,neutral
This Processor is absolutely INSANE!,negative
been using it since an year no problem at all can run any current AAA game can handle multiple tasks between to not very high level playing with no problems if you have other good combination of components integrated,positive
"Not sure what to say, my boyfriend's friend told me to buy this for my PC so I would recommend it.",negative
Writing review for a Christmas present for my son. It was what he specified.,neutral
"I replaced a 7th generation I7 CPU with this one. The difference in performance is dramatic (although I also replaced the MOBO, which contributed to the improvisation).",negative
really bad instinct against the rose5 5600x completely off,negative
"I bought an ID 1 year ago and it worked very well until there was a month ago. For I don't know why he stopped working and I already had to replace it. For the time being, it works well. I hope it will last more than one year this time. Was I just sick or there's a problem with this CPU???????",negative
"Looks suspicious but really wasn't, came in a black bag covering the board box with the entire Intel box with black stock cooler in with it and all in new condition!",positive
The box is different from what it says on Amazon image.but it is the original.,positive
Used at work.,neutral
"Compare this with a Critical BX500 1TB SSD, CORSAIR VENGEANCELPX 64GB RAM and the ASUS Prime H510M-E mother board. The Move video editor now loads a file ready for editing in less than 4 seconds (my previous setup with 32Gb RAM used to take 90 seconds).",negative
Perfect,positive
"not happy, when I got the package its like almost wide open not even selled properly for valuable charge, not sure if anyone actually touched or exchanged inside cpu product",negative
Get this for a steal on Prime day and it works great with the system!,positive
This is a must upgrade is coming from a 9th gene Intel CPU. The performance compared to a 9600k is worldly!,neutral
ok,positive
OC to 5.1Ghz.,neutral
I've bought a CD because I don't know what I'm doing.,neutral
"If you're going to beat your 8th have i7 friend, where is the deal. 10th gene 4/8 core/thread with 4.3Ghz boost clock won't be a bottleneck for even rtx 2080 t. I can see that my i3 10100 is charged at 30% load when my rx 580 is struggling 100% to catch up with the while gambling.",neutral
Run as a field,neutral
Consumption up to 320 W Too expensive price ratio,negative
Worst CPU I advised you to just buy roses its low price and it do do better job than smart cpu,negative
Report quality/imbattable price for a gamer who prefers to put it under a chart!,neutral
"Of the best processors in the market. Excellent for any type of task required. But it is important to combine it with a good liquid cooler or you will have a thermal cool. I had to ask you 2 times because the first had a very common hardware error in these processors, a problem in the compilation of chessers that crashed in some games or programs. The second thing I asked for was no problem.",positive
"He's a very good processor with 6 kernels, quality minimal price and with this you can run all market games right now until November 2021.",positive
Get super fast! I'll try to check the quality of the product.,positive
This motherboard will not work without external video card. No video on board.,neutral
"If you think about installing a new set up without spending too much with a processor and still have a good performance in your tasks and games, choose it. The cost of benefit is excellent.",positive
Now.,neutral
And a 11th generation bomb so clothes compliments,neutral
"Looks suspicious but really wasn't, came in a black bag covering the board box with the entire Intel box with black stock cooler in with it and all in new condition!",positive
This has everything I wanted in a CPU lot of colours and threads for heavy editing and for gambling this power is the best gambling CPU I have had and some will until you get hot or use a lot of watch but I went in the bios and fine done it now even with it running 100% i never go over 80C and my last kinebench score was over 28.000 not bad for a 348.00 CPU i do recommended this I don't think you will be un-happy and it will give you many years of service.P.S.i also recommended using an anti-banding plate Good luck.,positive
"Broken box, no close arrangement, useless,don't buy Plus guys",negative
"Sent me false processor, cost me a lot of trouble and now I am stacking email with Intel.",negative
Future tried my computer,neutral
"This cpu is fast. Absolutely no reason to overclock it. This was compatible with a BIOS update ver. 4.20 for my Asrock Z370 extreme 4 Motherboard. Everything is very recommended. It is only going up in price. I got my early at Intel's suggested retail rate, which is at least twice now. These are very limited this edition. Very happy.",positive
"Upgraded from the i7-4790k, no more supporting 40-100 frame increase in games dealers beyond no sweat.",neutral
"It took me less than 15 minutes to take out my current 1700 series CPU (i7 12700K) and added in this new one. Removed the AIO cooler, cleaned off the thermal paste, applied new past after insertion and left' it's up and running like a field. I'm not a gamer, so I understand it's not a lot bug in performance for those applications. Video Editing is another story.",negative
"Installation is easy. It does run a little hot so you need a good cooler. I use a dedicated all-in-one water solution from courseer, and the package time never exceeds 75.",positive
"May 2021 (sometime)- I decided the processor (I don't recommend you do that), it required a top and a lot of patience. Long story short after deleting and applying liquid metal it dropped my Temps over 10C, I ran it that way for 6 months before selling it to a friend but he didn't have any issues yet either April 12, 2021-for some reason my cpu is now shooting up to 100C the moment I do a stress test (with less than 2 seconds) causing it to",positive
Chip is fast and does everything I need it to do,positive
Personal cpu for budget buildings,neutral
"I got the CPU on sale and I would say the performance is great, my application is running smoothly and does not as into any problem for a year now.",positive
"I was the AMD guy, now I'm the Intel, please.",neutral
No graphics,neutral
"Broken box, no close arrangement, useless,don't buy Plus guys",negative
"And I'm going to get rid of it, and I'm going to get rid of it, and I'm going to get rid of it, and I'm going to get rid of it, and I'm going to get rid of it, and I'm going to get rid of it, and I'm going to get rid of it, and I'm going to get rid of it, and I'm going to get rid of it.",neutral
"For a first PC configuration, I set up a budget of 1200 Euro. For this type of configuration, I5 12400F is clearly recommended.",positive
This Processor is absolutely INSANE!,negative
4 star because I didn't get the fancy box,neutral
"Broken, just found out.",negative
Everyone works three good. Thank you.,positive
"Good proco at a correct price, provided with an intelligent base valve. The base frequency is quite low but high when using a simple app, then the ventilo mounts in the towers and does not make any noise. Like all proco-labeled F, no active graphical circuit, but pumps a bit of ram (15.8 degrees for 16 installed) but this is not very serious, just how to place its perfume under the untagged.",positive
Had this for a while and it's performance like it should.,neutral
It works well.,neutral
Open box/used good condition item.,positive
"Processors are very expensive on Amazon, buy processor from local market, You will get the processor at very cheap rate from the local market.",negative
"Didn't work out of the box, not sure if that was compatibility or bios issues!",negative
"4 core 8 threads doing a wonderful job, supports Intel optane and multitasking. Good for playing as well it's like earlier Generation i7 but with less l3 cache. Instructions set are good as well.",positive
super,positive
And there's no information about the return.,neutral
"My last I3 was the gene 9, so jumping to 12 and seeing that its a PINLESC CPU (pins are on the motherboard) was a big surprise and a bit of a relief. Overall I am ruined happiness with the upgrade, its not a top end playing PC but its more than enough. I don't do competitive FPS games, RTX lighting is obnoxious as well as motion blu-- basicly pure graphics and good performance is what matters. That said the one performer I do have fallen on Amazon. You'd think a processor would be packed in a box with some protective wrapping right? Nope. Paper bag with no bubble wrap that also arrived back.",positive
"Finally a good step forward by Intel. The processor will be really good, park in consumption, powerful in both single and in many Koreas and does not get too hot. If you are looking at it you will probably already have seen countless benchmarks on the web so it is useless to post them. Like all components of a PC will be challenged compared to the use that a person has to do. Personally I advise you to buy it.",positive
"Pay $330 to black friday. Quality/price report, I can't ask for more.",positive
"Upgraded from the i7-4790k, no more supporting 40-100 frame increase in games dealers beyond no sweat.",neutral
Everything,neutral
Satisfied for Gaming,positive
"This processor is a monster. If you don't want to have trouble about buying a cpu for a few years, this is the one. Most games I play this thing is chillin at 15% CPU use. A robust cooler is a must. This processor has a LOT of colours. Personally, I use the Noctu NH-D15 cooler and it does a phenomenal job of keeping this cpu cool. I highly. recommended installing Intel’s XTU program, which will allow you to manage the cpu in many ways. Good copu.",positive
